"","Age","Job","Marital.Status","Education","Credit","Balance..euros.","Housing.Loan","Personal.Loan","Contact","Last.Contact.Day","Last.Contact.Month","Last.Contact.Duration","Campaign","Pdays","Previous","Poutcome","Subscription"
"25653",32,"management","single","tertiary","no",2280,"yes","no","cellular",19,"nov",206,2,-1,0,"unknown","0"
"25654",46,"technician","divorced","secondary","no",-26,"yes","yes","cellular",19,"nov",201,1,113,2,"other","0"
"25655",51,"technician","divorced","tertiary","no",4143,"no","no","cellular",19,"nov",171,1,-1,0,"unknown","0"
"25657",57,"unemployed","divorced","secondary","no",2762,"no","no","telephone",19,"nov",100,1,-1,0,"unknown","0"
"25658",38,"technician","married","secondary","no",4030,"yes","no","cellular",19,"nov",75,2,177,5,"failure","0"
"25659",35,"self-employed","married","tertiary","no",8647,"no","no","cellular",19,"nov",140,2,-1,0,"unknown","0"
"25660",41,"blue-collar","single","secondary","yes",81,"no","no","cellular",19,"nov",212,3,-1,0,"unknown","0"
"25661",38,"blue-collar","married","primary","no",-459,"yes","yes","cellular",19,"nov",219,2,-1,0,"unknown","0"
"25662",43,"management","married","tertiary","no",1429,"yes","no","cellular",19,"nov",1015,1,198,2,"other","1"
"25664",54,"management","married","tertiary","no",11246,"no","no","cellular",19,"nov",122,2,-1,0,"unknown","0"
"25665",48,"services","single","secondary","no",2749,"no","no","cellular",19,"nov",442,1,-1,0,"unknown","0"
"25666",32,"management","married","tertiary","no",1923,"no","no","cellular",19,"nov",75,1,-1,0,"unknown","0"
"25667",31,"housemaid","married","secondary","no",14,"no","no","cellular",19,"nov",46,1,-1,0,"unknown","0"
"25669",31,"technician","single","tertiary","no",849,"no","no","cellular",19,"nov",94,1,-1,0,"unknown","0"
"25671",32,"technician","married","secondary","no",599,"no","no","cellular",19,"nov",79,1,-1,0,"unknown","0"
"25673",51,"entrepreneur","married","secondary","no",5403,"yes","no","cellular",19,"nov",698,1,-1,0,"unknown","0"
"25676",32,"technician","divorced","secondary","no",18,"no","no","telephone",19,"nov",20,1,177,1,"failure","0"
"25678",30,"unemployed","single","tertiary","no",1622,"no","no","cellular",19,"nov",242,1,-1,0,"unknown","0"
"25680",31,"blue-collar","married","secondary","no",69,"no","no","cellular",19,"nov",640,1,-1,0,"unknown","0"
"25681",44,"admin.","married","tertiary","no",688,"no","no","telephone",19,"nov",274,1,-1,0,"unknown","0"
"25684",32,"blue-collar","married","primary","no",66,"no","no","cellular",19,"nov",244,1,-1,0,"unknown","0"
"25685",32,"self-employed","married","tertiary","no",210,"yes","no","cellular",19,"nov",268,1,-1,0,"unknown","0"
"25686",53,"retired","married","tertiary","no",1778,"no","no","cellular",19,"nov",186,2,-1,0,"unknown","0"
"25687",36,"self-employed","single","tertiary","no",1296,"yes","no","cellular",19,"nov",352,4,-1,0,"unknown","0"
"25688",49,"admin.","single","secondary","no",0,"no","no","cellular",19,"nov",325,2,-1,0,"unknown","0"
"25689",33,"management","married","tertiary","yes",-148,"yes","yes","cellular",19,"nov",340,2,-1,0,"unknown","0"
"25694",33,"management","single","tertiary","no",5945,"yes","no","cellular",19,"nov",190,1,-1,0,"unknown","0"
"25695",54,"admin.","married","secondary","no",1239,"no","no","cellular",19,"nov",200,1,-1,0,"unknown","0"
"25696",35,"management","single","tertiary","no",1531,"yes","no","cellular",19,"nov",127,1,-1,0,"unknown","0"
"25697",41,"management","married","tertiary","no",36,"no","no","cellular",19,"nov",388,3,-1,0,"unknown","0"
"25698",48,"admin.","married","secondary","no",1428,"no","no","cellular",19,"nov",498,1,-1,0,"unknown","0"
"25699",33,"self-employed","married","tertiary","no",-103,"yes","no","cellular",19,"nov",149,2,175,1,"failure","0"
"25700",33,"management","single","tertiary","no",201,"yes","no","cellular",19,"nov",171,1,183,1,"failure","0"
"25701",39,"housemaid","married","secondary","no",1444,"no","no","cellular",19,"nov",100,1,117,8,"success","0"
"25702",53,"unemployed","divorced","secondary","no",587,"no","no","cellular",19,"nov",561,1,-1,0,"unknown","1"
"25703",46,"blue-collar","married","secondary","no",9347,"yes","no","cellular",19,"nov",138,1,117,1,"other","0"
"25705",40,"management","married","secondary","no",156,"no","no","cellular",19,"nov",357,1,-1,0,"unknown","0"
"25706",33,"management","married","tertiary","no",3024,"no","no","cellular",19,"nov",118,1,-1,0,"unknown","0"
"25707",44,"services","married","primary","no",1161,"yes","no","cellular",19,"nov",402,1,184,5,"failure","0"
"25708",30,"admin.","married","secondary","no",2284,"yes","no","cellular",19,"nov",154,1,-1,0,"unknown","0"
"25709",35,"technician","single","unknown","no",1342,"yes","no","cellular",19,"nov",68,1,-1,0,"unknown","0"
"25711",51,"services","married","unknown","no",6451,"no","no","telephone",19,"nov",66,2,-1,0,"unknown","0"
"25713",30,"student","single","secondary","no",0,"yes","no","cellular",19,"nov",661,1,-1,0,"unknown","0"
"25714",32,"blue-collar","single","secondary","no",413,"yes","no","cellular",19,"nov",270,1,-1,0,"unknown","0"
"25717",59,"housemaid","married","primary","no",935,"yes","no","cellular",19,"nov",103,3,166,2,"failure","0"
"25718",45,"management","single","secondary","no",142,"no","yes","cellular",19,"nov",258,1,105,4,"failure","0"
"25720",30,"management","single","tertiary","no",4896,"no","no","cellular",19,"nov",132,1,-1,0,"unknown","0"
"25721",33,"self-employed","married","tertiary","no",0,"yes","no","cellular",19,"nov",122,2,-1,0,"unknown","0"
"25722",37,"blue-collar","married","secondary","no",1165,"yes","no","cellular",19,"nov",62,3,190,4,"success","0"
"25725",53,"management","married","tertiary","no",8093,"no","no","cellular",19,"nov",93,1,-1,0,"unknown","0"
"25726",41,"management","married","tertiary","no",2885,"no","no","cellular",19,"nov",40,1,-1,0,"unknown","0"
"25728",43,"blue-collar","married","secondary","no",1927,"yes","no","cellular",19,"nov",63,1,-1,0,"unknown","0"
"25730",33,"technician","single","tertiary","no",149,"yes","no","cellular",19,"nov",424,2,182,1,"other","1"
"25731",32,"blue-collar","married","secondary","no",3228,"yes","no","cellular",19,"nov",198,3,-1,0,"unknown","0"
"25732",50,"management","married","secondary","no",0,"yes","no","cellular",19,"nov",122,2,-1,0,"unknown","0"
"25733",40,"blue-collar","single","secondary","no",3,"no","no","cellular",19,"nov",998,1,-1,0,"unknown","1"
"25734",46,"services","married","secondary","no",2420,"no","no","cellular",19,"nov",405,2,-1,0,"unknown","0"
"25735",54,"management","married","tertiary","no",2650,"yes","yes","cellular",19,"nov",50,1,-1,0,"unknown","0"
"25736",34,"blue-collar","married","secondary","no",8309,"yes","yes","cellular",19,"nov",50,1,-1,0,"unknown","0"
"25737",53,"technician","married","secondary","no",0,"no","no","cellular",19,"nov",291,1,-1,0,"unknown","0"
"25738",53,"management","married","tertiary","no",241,"yes","no","cellular",19,"nov",137,1,-1,0,"unknown","0"
"25739",57,"retired","married","primary","no",6969,"no","no","cellular",19,"nov",152,2,-1,0,"unknown","0"
"25740",42,"blue-collar","married","primary","no",807,"yes","no","cellular",19,"nov",1057,1,-1,0,"unknown","1"
"25741",53,"self-employed","married","tertiary","no",3711,"no","no","cellular",19,"nov",64,1,-1,0,"unknown","0"
"25742",42,"self-employed","married","secondary","no",3211,"no","no","cellular",19,"nov",87,2,111,1,"failure","0"
"25744",46,"technician","married","secondary","no",0,"yes","no","cellular",19,"nov",161,2,-1,0,"unknown","0"
"25748",32,"management","married","tertiary","no",11281,"no","no","cellular",19,"nov",155,1,-1,0,"unknown","0"
"25749",30,"unknown","single","unknown","no",6929,"no","no","cellular",19,"nov",341,1,-1,0,"unknown","0"
"25750",40,"unemployed","married","secondary","no",0,"yes","no","cellular",19,"nov",332,1,183,1,"failure","0"
"25751",43,"technician","divorced","secondary","no",6835,"no","no","cellular",19,"nov",187,1,152,2,"failure","0"
"25754",51,"management","married","tertiary","no",94,"yes","no","cellular",19,"nov",281,3,-1,0,"unknown","0"
"25755",58,"blue-collar","married","primary","no",630,"yes","no","cellular",19,"nov",59,1,174,1,"failure","0"
"25757",36,"blue-collar","married","primary","no",1503,"no","no","cellular",19,"nov",138,1,-1,0,"unknown","0"
"25758",34,"blue-collar","divorced","secondary","no",1125,"yes","yes","cellular",19,"nov",141,2,-1,0,"unknown","0"
"25759",58,"blue-collar","married","secondary","no",590,"no","yes","cellular",19,"nov",136,1,167,1,"failure","0"
"25760",39,"management","married","secondary","no",6012,"no","no","telephone",19,"nov",140,1,119,2,"failure","0"
"25761",35,"management","single","tertiary","no",304,"yes","no","cellular",19,"nov",274,2,-1,0,"unknown","0"
"25763",33,"unknown","single","secondary","no",1522,"no","yes","cellular",19,"nov",966,1,-1,0,"unknown","0"
"25764",51,"blue-collar","married","primary","no",863,"no","no","cellular",19,"nov",169,1,189,2,"other","0"
"25765",38,"entrepreneur","married","secondary","no",0,"yes","no","cellular",19,"nov",202,1,-1,0,"unknown","0"
"25766",52,"blue-collar","married","secondary","no",7225,"no","no","cellular",19,"nov",205,2,113,2,"failure","0"
"25767",54,"self-employed","divorced","tertiary","no",1323,"no","no","cellular",19,"nov",83,1,152,4,"failure","0"
"25769",49,"technician","married","secondary","yes",-74,"yes","no","cellular",19,"nov",114,1,-1,0,"unknown","0"
"25771",53,"management","married","primary","no",1925,"no","no","cellular",19,"nov",161,1,-1,0,"unknown","0"
"25773",39,"entrepreneur","married","primary","no",238,"yes","yes","cellular",19,"nov",134,1,-1,0,"unknown","0"
"25774",43,"unemployed","divorced","secondary","no",1577,"yes","no","cellular",19,"nov",87,1,-1,0,"unknown","0"
"25775",56,"unemployed","married","primary","no",107,"yes","no","cellular",19,"nov",149,1,-1,0,"unknown","0"
"25776",45,"management","single","tertiary","no",997,"no","yes","cellular",19,"nov",152,1,-1,0,"unknown","0"
"25780",30,"admin.","married","secondary","no",401,"no","no","cellular",19,"nov",50,1,-1,0,"unknown","0"
"25781",50,"blue-collar","divorced","secondary","no",203,"yes","no","telephone",19,"nov",265,1,127,4,"other","0"
"25782",48,"blue-collar","married","secondary","no",-202,"yes","yes","cellular",19,"nov",565,1,112,4,"failure","0"
"25783",59,"retired","married","secondary","no",32948,"no","no","cellular",19,"nov",243,1,174,2,"failure","0"
"25785",45,"entrepreneur","married","tertiary","no",0,"no","no","cellular",19,"nov",416,2,-1,0,"unknown","0"
"25786",33,"entrepreneur","married","secondary","no",2,"yes","yes","cellular",19,"nov",17,5,198,1,"failure","0"
"25787",36,"management","single","secondary","no",0,"no","no","cellular",19,"nov",537,3,-1,0,"unknown","0"
"25788",44,"services","divorced","tertiary","no",2279,"no","yes","cellular",19,"nov",105,1,146,1,"failure","0"
"25791",47,"admin.","divorced","secondary","no",1939,"yes","no","cellular",19,"nov",150,1,174,1,"failure","0"
"25795",45,"technician","divorced","secondary","no",1066,"yes","yes","cellular",19,"nov",124,2,-1,0,"unknown","0"
"25797",39,"management","married","secondary","no",763,"no","no","cellular",19,"nov",360,1,153,2,"other","0"
"25798",58,"technician","single","tertiary","no",388,"no","no","cellular",19,"nov",96,1,-1,0,"unknown","0"
"25799",32,"technician","married","tertiary","no",432,"yes","no","cellular",19,"nov",164,2,195,1,"other","0"
"25800",43,"blue-collar","married","primary","no",25,"yes","no","cellular",19,"nov",70,1,-1,0,"unknown","0"
"25802",54,"housemaid","married","tertiary","no",440,"no","no","cellular",19,"nov",89,1,-1,0,"unknown","0"
"25805",36,"management","single","tertiary","no",774,"no","no","cellular",19,"nov",193,2,-1,0,"unknown","0"
"25806",31,"management","divorced","tertiary","no",883,"yes","no","cellular",19,"nov",168,1,-1,0,"unknown","0"
"25808",36,"management","married","secondary","no",6077,"no","no","cellular",19,"nov",227,1,-1,0,"unknown","0"
"25810",41,"technician","married","tertiary","no",3700,"no","no","cellular",19,"nov",136,1,-1,0,"unknown","0"
"25811",31,"technician","married","secondary","no",793,"no","no","cellular",19,"nov",755,1,-1,0,"unknown","0"
"25812",46,"technician","married","secondary","no",1322,"yes","yes","cellular",19,"nov",514,1,-1,0,"unknown","0"
"25813",45,"blue-collar","married","secondary","no",2926,"yes","yes","cellular",19,"nov",482,3,120,2,"failure","0"
"25814",37,"management","married","tertiary","no",1353,"yes","no","cellular",19,"nov",101,1,-1,0,"unknown","0"
"25815",42,"management","married","tertiary","no",783,"yes","no","cellular",19,"nov",77,2,128,3,"failure","0"
"25816",30,"services","single","secondary","no",101,"yes","no","cellular",19,"nov",85,2,-1,0,"unknown","0"
"25818",59,"retired","married","secondary","no",2291,"no","yes","cellular",19,"nov",190,1,128,3,"failure","0"
"25819",51,"technician","married","secondary","no",8863,"no","no","cellular",19,"nov",435,2,-1,0,"unknown","0"
"25820",57,"self-employed","married","secondary","no",11494,"no","no","cellular",19,"nov",198,1,-1,0,"unknown","0"
"25821",45,"management","married","tertiary","no",4395,"no","no","cellular",19,"nov",299,3,-1,0,"unknown","0"
"25822",41,"blue-collar","single","secondary","no",3851,"no","no","cellular",19,"nov",130,1,-1,0,"unknown","0"
"25823",52,"entrepreneur","divorced","tertiary","no",3975,"no","no","cellular",19,"nov",116,5,-1,0,"unknown","0"
"25824",37,"services","married","secondary","no",1784,"yes","no","cellular",19,"nov",19,5,-1,0,"unknown","0"
"25826",34,"management","divorced","tertiary","no",0,"yes","no","cellular",19,"nov",1283,1,-1,0,"unknown","0"
"25827",35,"blue-collar","married","secondary","no",1160,"no","yes","telephone",19,"nov",62,1,-1,0,"unknown","0"
"25828",56,"admin.","married","secondary","no",33,"no","yes","cellular",19,"nov",111,1,-1,0,"unknown","0"
"25829",30,"technician","single","secondary","no",538,"yes","no","cellular",19,"nov",148,1,-1,0,"unknown","0"
"25830",46,"entrepreneur","married","primary","no",8873,"yes","no","cellular",19,"nov",172,1,118,2,"failure","0"
"25831",42,"admin.","married","secondary","no",196,"yes","yes","cellular",19,"nov",186,1,-1,0,"unknown","0"
"25833",51,"management","married","tertiary","no",10995,"yes","no","cellular",19,"nov",220,2,-1,0,"unknown","0"
"25835",40,"technician","married","secondary","no",657,"yes","no","cellular",19,"nov",178,1,112,2,"failure","0"
"25837",32,"admin.","single","secondary","no",8619,"yes","no","cellular",19,"nov",267,2,-1,0,"unknown","0"
"25838",46,"entrepreneur","married","secondary","no",3317,"no","no","cellular",19,"nov",231,2,-1,0,"unknown","0"
"25839",46,"unemployed","married","secondary","no",2017,"yes","no","cellular",19,"nov",161,1,-1,0,"unknown","0"
"25840",37,"blue-collar","married","primary","no",253,"yes","no","cellular",19,"nov",59,2,153,2,"failure","0"
"25842",32,"management","married","tertiary","no",2044,"yes","no","cellular",19,"nov",477,1,-1,0,"unknown","0"
"25843",55,"retired","married","secondary","no",3948,"no","no","cellular",19,"nov",149,1,170,2,"failure","0"
"25844",50,"admin.","divorced","primary","no",8583,"yes","no","cellular",19,"nov",59,1,-1,0,"unknown","0"
"25846",46,"unemployed","divorced","secondary","no",3354,"yes","no","cellular",19,"nov",522,1,174,1,"success","1"
"25848",38,"blue-collar","single","unknown","no",5338,"no","no","telephone",19,"nov",201,1,-1,0,"unknown","0"
"25850",34,"entrepreneur","married","tertiary","no",4028,"no","no","cellular",19,"nov",98,1,-1,0,"unknown","0"
"25852",31,"services","married","secondary","no",593,"yes","no","cellular",19,"nov",391,2,-1,0,"unknown","0"
"25854",35,"entrepreneur","single","secondary","no",866,"yes","no","cellular",19,"nov",147,1,-1,0,"unknown","0"
"25855",34,"self-employed","married","tertiary","no",5498,"no","no","cellular",19,"nov",265,1,-1,0,"unknown","0"
"25856",53,"management","divorced","tertiary","no",26306,"yes","no","cellular",19,"nov",67,3,-1,0,"unknown","0"
"25857",33,"self-employed","single","secondary","no",4,"yes","no","cellular",19,"nov",136,2,180,2,"failure","0"
"25858",53,"management","married","tertiary","no",7249,"yes","yes","cellular",19,"nov",350,1,-1,0,"unknown","0"
"25859",47,"unemployed","married","secondary","no",351,"yes","yes","cellular",19,"nov",174,1,174,1,"failure","0"
"25860",41,"services","married","secondary","no",115,"yes","yes","cellular",19,"nov",299,2,-1,0,"unknown","0"
"25861",39,"blue-collar","married","secondary","no",94,"yes","yes","cellular",19,"nov",181,1,-1,0,"unknown","0"
"25864",37,"services","married","secondary","no",523,"yes","no","telephone",19,"nov",21,1,-1,0,"unknown","0"
